GEN1,GEN2
LINC02195,TMEM244
LINC02195,LINC02084
LINC02195,SH2D1A
LINC02195,IL7R
LINC02195,ANKRD22
LINC02195,CXCR2P1
LINC02195,TNFSF13B
LINC02195,NEURL3
LINC02195,PDCD1
LINC02195,CXCL10
LINC02195,CCL5
LINC02195,C15orf48
LINC02195,SP140
LINC02195,PYHIN1
CD300LF,BIRC3
CD300LF,LINC01943
CLSPN,SKA1
CLSPN,PBK
H2AX,SKA1
E2F2,SKA1
BIRC3,CD80
BIRC3,GBP5
BIRC3,CD52
BIRC3,ICAM1
BIRC3,P2RY10
BIRC3,CXCR3
BIRC3,MT2A
BIRC3,ANKRD22
BIRC3,PLEKHN1
BIRC3,STXBP2
BIRC3,TNFRSF9
BIRC3,LINC01857
BIRC3,BATF
BIRC3,LINC01871
BIRC3,C15orf48
BIRC3,TMEM52B
BIRC3,SP140
BIRC3,LAIR2
BIRC3,KLHDC7B-DT
BIRC3,LILRB4
BIRC3,SIGLEC10
BIRC3,SLC1A3
BIRC3,KLHDC7B
BIRC3,CCR7
BIRC3,UBD
BIRC3,GZMA
BIRC3,APOC2
BIRC3,OLR1
BIRC3,IL21R
BIRC3,ETV7
BIRC3,RASGEF1A
BIRC3,ADAMDEC1
BIRC3,CXCL9
BIRC3,CD38
BIRC3,GPR84
BIRC3,MCOLN2
BIRC3,TREM2
BIRC3,SLAMF8
BIRC3,FBP1
BIRC3,TFEC
BIRC3,SERPINA1
BIRC3,LIPM
BIRC3,APOC1
BIRC3,SIRPG
BIRC3,TYMP
BIRC3,TRAC
BIRC3,CD96
BIRC3,AIM2
BIRC3,DAPP1
BIRC3,PLA2G7
BIRC3,ZBED2
BIRC3,CALHM6
BIRC3,LINC01943
BIRC3,IFI30
BIRC3,BCL2A1
BIRC3,IL7R
BIRC3,IL21R-AS1
BIRC3,IL18
BIRC3,TNFSF13B
BIRC3,APOC4-APOC2
BIRC3,NEURL3
BIRC3,CXCR6
BIRC3,PDCD1
BIRC3,LOC100419170
BIRC3,MIR147B
BIRC3,CXCL10
BIRC3,RGS1
BIRC3,ZBP1
CD80,LINC01943
CD80,TRAT1
SKA1,NUF2
SKA1,PKMYT1
SKA1,MYBL2
SKA1,KIF18B
SKA1,SGO1-AS1
SKA1,BIRC5
SKA1,HMMR
SKA1,PLK4
SKA1,TBX18
SKA1,TEDC2
SKA1,ASF1B
SKA1,CEP55
SKA1,MELK
SKA1,PTTG1
SKA1,NSD2
SKA1,TPX2
SKA1,NEIL3
SKA1,RAC3
SKA1,ESCO2
SKA1,SPAG5
SKA1,UBE2C
SKA1,ASPM
SKA1,ANLN
SKA1,TTK
SKA1,ARHGAP11A
SKA1,DTL
SKA1,MCM4
SKA1,NCAPG
SKA1,KIFC1
SKA1,TCF19
SKA1,SKA3
SKA1,CDCA2
SKA1,EZH2
SKA1,PAQR4
SKA1,CDCA8
SKA1,CDC45
SKA1,KIF2C
SKA1,SHCBP1
SKA1,ATAD2
SKA1,LOC105372115
SKA1,CKAP2L
SKA1,CDK1
SKA1,HMGB2
SKA1,CENPH
SKA1,MCM10
SKA1,CDC20
SKA1,PRC1-AS1
SKA1,ESPL1
SKA1,WDR62
SKA1,CDC25C
SKA1,PLK1
SKA1,DLGAP5
SKA1,POLQ
SKA1,HJURP
SKA1,ERCC6L
SKA1,E2F1
SKA1,SPC24
SKA1,IGF1
SKA1,BLM
SKA1,KNL1
SKA1,RAB7B
SKA1,TROAP
SKA1,KIF18A
SKA1,EXO1
SKA1,CENPF
SKA1,RACGAP1
SKA1,AURKA
SKA1,FBXO43
SKA1,TICRR
SKA1,CCNB1
SKA1,NCAPH
SKA1,FAM72D
SKA1,XRCC2
SKA1,SAPCD2
SKA1,LMNB1
SKA1,LOC105371050
SKA1,PRR11
SKA1,SLC26A9-AS1
SKA1,MKI67
SKA1,SPC25
SKA1,GTSE1
SKA1,CDC6
SKA1,FOXM1
SKA1,AURKB
SKA1,TRNV
SKA1,PCLAF
SKA1,LCORL
SKA1,KIF20A
SKA1,IL37
SKA1,IRX5
SKA1,TRIP13
SKA1,CCNF
SKA1,LHX2
SKA1,PRC1
SKA1,TK1
SKA1,CENPM
SKA1,CENPI
SKA1,PEG3
SKA1,CCND2
SKA1,RDM1
SKA1,TACC3
SKA1,CIT
SKA1,IL36G
SKA1,KIF11
SKA1,SPSB4
SKA1,GINS1
SKA1,PBK
SKA1,NCAPG2
SKA1,RECQL4
SKA1,ZWINT
NUF2,PBK
NUF2,AKR1C2
AKR1C2,CENPK
AKR1C2,PSAT1
AKR1C2,SLC7A5
AKR1C2,FAM83D
AKR1C2,POLQ
AKR1C2,MIOX
AKR1C2,LRRIQ3
AKR1C2,HASPIN
AKR1C2,PLK4
AKR1C2,HSD11B2
AKR1C2,ADM2
AKR1C2,CENPE
AKR1C2,FANCD2OS
AKR1C2,MYBL1
AKR1C2,MAD2L1
AKR1C2,TNNI1
AKR1C2,ANLN
AKR1C2,ECT2
AKR1C2,PTCHD4
CENPK,PBK
CENPK,LINC00626
NT5DC4,PNPLA3
LOC105374898,TLCD3B
LOC105374898,ACAN
MIR155HG,TMEM244
MIR155HG,LINC01943
MIR155HG,EN1
EN1,IFNE
EN1,LOC105373581
EN1,PRR11
EN1,ISL2
EN1,ULBP2
EN1,LOC105376369
EN1,UHRF1
EN1,LIPG
EN1,MIR31HG
EN1,FOXL1
EN1,RTL3
EN1,FST
EN1,PIF1
EN1,RUNX3
EN1,CDC25A
EN1,SMCO2
EN1,RUNX3-AS1
EN1,LOC105375690
EN1,CYTOR
EN1,MCTP2
EN1,LINC00862
EN1,LOC102723834
EN1,HAS2-AS1
EN1,RAD51
EN1,MGC12916
EN1,CYP2J2
EN1,BLM
IFNE,KIF23
LINC01943,FGF5
LINC01943,GIPR
LINC01943,SLC12A5-AS1
LINC01943,LILRB4
LINC01943,SPHK1
LINC01943,SIGLEC10
LINC01943,COL8A1
LINC01943,GPR171
LINC01943,LINC02785
LINC01943,SLC1A3
LINC01943,YBX2
LINC01943,APOC2
LINC01943,APOBR
LINC01943,OLR1
LINC01943,IL21R
LINC01943,ETV7
LINC01943,ADAMDEC1
LINC01943,HECW2-AS1
LINC01943,IL2RG
LINC01943,SMCO2
LINC01943,LINC02968
LINC01943,IL12RB1
LINC01943,CYTOR
LINC01943,STEAP3
LINC01943,GPR84
LINC01943,FCGR3B
LINC01943,SDS
LINC01943,CCDC171
LINC01943,ARL4C
LINC01943,TREM2
LINC01943,SLAMF8
LINC01943,TFEC
LINC01943,SERPINA1
LINC01943,LIPM
LINC01943,CRTAM
LINC01943,APOC1
LINC01943,SIRPG
LINC01943,TYMP
LINC01943,COL10A1
LINC01943,TRAC
LINC01943,SLC6A7
LINC01943,ASB5
LINC01943,RFX8
LINC01943,ADTRP
LINC01943,CD70
LINC01943,PLAUR
LINC01943,ATP6V0D2
LINC01943,CALHM6
LINC01943,COL4A5
LINC01943,LINC01615
LINC01943,CLDN14-AS1
LINC01943,IFI30
LINC01943,LRRC15
LINC01943,BCL2A1
LINC01943,IL7R
LINC01943,IL21R-AS1
LINC01943,CFAP45
LINC01943,KCNK13
LINC01943,IL18
LINC01943,SOCAR
LINC01943,TNFSF13B
LINC01943,EXOC3L4
LINC01943,APOC4-APOC2
LINC01943,FFAR4
LINC01943,LOC100419170
LINC01943,MIR147B
LINC01943,LGI3
LINC01943,ADAMTS9-AS1
LINC01943,LOC105377123
LINC01943,RGS1
LINC01943,CRYBG1
LINC01943,LOC105373581
LINC01943,TREM1
LINC01943,OSCAR
LINC01943,ICAM1
LINC01943,ITGAX
LINC01943,LOC107984551
LINC01943,DNAJC5B
LINC01943,VEPH1
LINC01943,OTOAP1
LINC01943,KCNN4
LINC01943,BMAL2
LINC01943,PLEK2
LINC01943,RUNX3
LINC01943,LOC105376369
LINC01943,SLC12A8
LINC01943,ANKRD22
LINC01943,LINC00944
LINC01943,LINC00673
LINC01943,CLDN14
LINC01943,TNFRSF9
LINC01943,LINC01857
LINC01943,CHRDL1
LINC01943,LINC02541
LINC01943,BATF
LINC01943,CLEC5A
LINC01943,PELATON
LINC01943,C15orf48
LINC01943,FOXL1
LINC01943,TMEM52B
LINC01943,SP140
LINC01943,LAIR2
LINC01943,IL1RN
SOX9,SOX9-AS1
SOX9,HOXC13
SOX9,CHST6
SOX9,LRRC3B
SOX9,RECQL4
SOX9,SLC26A9-AS1
SOX9,FOLR1
SOX9,ERN2
SOX9,INAVA
SOX9,HOXC11
SOX9,RAB7B
WSCD2,LOC105377508
WSCD2,ZFHX4-AS1
SDC1,FAM167A
SDC1,SOWAHB
SDC1,KRT18
FAM167A,ITGA6-AS1
CD52,TRAT1
NMU,TPD52
NMU,MCIDAS
NMU,RAB3B
NMU,MAP3K9-DT
NMU,LOC107985532
NMU,SH2D4A
NMU,FOXD3-AS1
NMU,RAB11FIP4
NMU,NUP210
NMU,GCHFR
TPD52,NUP210
PNPLA3,CDC45
PNPLA3,KIF2C
PNPLA3,SAPCD2
PNPLA3,SHCBP1
PNPLA3,CENPM
PNPLA3,HOPX
PNPLA3,CRADD-AS1
PNPLA3,ERCC6L
PNPLA3,CDCA5
PNPLA3,EXO1
PNPLA3,RACGAP1
PNPLA3,TICRR
PNPLA3,NCAPH
PNPLA3,SGO2
PNPLA3,LMNB1
PNPLA3,ZWINT
PNPLA3,MKI67
PNPLA3,RIPK4
PNPLA3,CDC6
PNPLA3,H2AC13
PNPLA3,PLK4
PNPLA3,DEPDC1B
PNPLA3,CENPE
PNPLA3,KIF20A
PNPLA3,SMC1B
PNPLA3,KY
PNPLA3,SPAG5
PNPLA3,RECQL4
PNPLA3,UHRF1
PNPLA3,MCM4
PNPLA3,KIF11
PNPLA3,LIPG
PNPLA3,CDCA2
PNPLA3,CDC25C
PNPLA3,CDCA8
PNPLA3,CKAP2L
PNPLA3,HJURP
PNPLA3,BIRC5
PNPLA3,CDC20
PNPLA3,PLK1
PNPLA3,MELK
PNPLA3,SRL
PNPLA3,DLGAP5
PNPLA3,TPX2
PNPLA3,PIF1
PNPLA3,LOC107985017
PNPLA3,ESCO2
PNPLA3,DHCR24
PNPLA3,TTK
PNPLA3,HASPIN
PNPLA3,KIFC1
PNPLA3,KIF18A
PNPLA3,CENPF
PNPLA3,CCNB1
PNPLA3,EZH2
CDKN2B-AS1,LRRC14B
CDKN2B-AS1,NUP210
KLK5,LOC105372326
KLK5,GATA5
LOC105372326,CMTM5
LOC105372326,KLK7
PKMYT1,PBK
TRNV,LRRC3B
TRNV,CNIH2
TRNV,KCNB2
TRNV,CENPH
TRNV,ZNF208
TRNV,PXDNL
TRNV,SYT4
TRNV,XRCC2
TRNV,CCND2
PBK,OIP5
PBK,APOBEC3B
PBK,FAM83D
PBK,HASPIN
PBK,LCORL
PBK,KIF20A
PBK,IL37
PBK,LOC100288637
PBK,CCNF
PBK,LHX2
PBK,RDM1
PBK,SPSB4
PBK,SGO2
PBK,EPO
PBK,AKR1C3
PBK,ZWINT
PBK,E2F7
PBK,FAM72B
PBK,KIF14
PBK,LOC105369315
PBK,HMMR
PBK,ASF1B
PBK,FAM72C
PBK,NSD2
PBK,TPX2
PBK,LOC105370705
PBK,APOBEC3B-AS1
PBK,NEIL3
PBK,BUB1B
PBK,ESCO2
PBK,ASPM
PBK,ANLN
PBK,ARHGAP11A
PBK,NCAPG
PBK,ECT2
PBK,KIFC1
PBK,TRIM59
PBK,WDR76
PBK,TCF19
PBK,NUSAP1
PBK,SKA3
PBK,CDCA2
PBK,PAQR4
PBK,CDCA8
PBK,SHCBP1
PBK,MYBL1
PBK,LINC01122
PBK,ATAD2
PBK,CKAP2L
PBK,KIF18B
PBK,CRADD-AS1
PBK,CDC20
PBK,SOCS2-AS1
PBK,FAM72A
PBK,CEP55
PBK,DLGAP5
PBK,POLQ
PBK,TCF7
PBK,CKS2
PBK,KNL1
PBK,FLRT2-AS1
PBK,KIF18A
PBK,FAM111B
PBK,RIBC2
PBK,CENPF
PBK,AURKA
PBK,CCNB1
PBK,ZNF367
PBK,FAM72D
PBK,ZIC2
PBK,HMMR-AS1
PBK,MCM2
PBK,ARHGAP11B
PBK,DEPDC1
PBK,HMGB2
PBK,GTSE1
PBK,CDC6
PBK,DIAPH3
LINC01016,LOC105375027
LOC105375027,DHCR24
IL18,LOC105375172
IL18,C5orf46
LOC105375172,TMEM171
LOC105375172,ILDR1
LOC105375172,SIGLEC12
SLITRK2,DRD2
DRD2,DUXAP10
DRD2,ZFHX4-AS1
DRD2,SLC12A5-AS1
ITGA6-AS1,ISL1
IQGAP3,GLB1L3
GLB1L3,TRIP13
GLB1L3,CENPE
GLB1L3,DUSP5P1
GLB1L3,ADGRL2
GLB1L3,RFPL1
GLB1L3,PGR
GLB1L3,H2AC11
GLB1L3,ESPL1
GLB1L3,ADAMTSL5
GLB1L3,CKM
GLB1L3,PEG3
TMEM244,ISG20
TMEM244,LINC01857
TMEM244,COL11A2
TMEM244,NYAP2
TMEM244,LINC00960
TMEM244,ZIC1
TMEM244,DGKG
TMEM244,ADAMDEC1
DDN,ASIC5
DDN,CA3
GIPR,SLC12A5-AS1
SLC12A5-AS1,ADCY5
SLC12A5-AS1,PDE8B
SLC12A5-AS1,PCOLCE
SLC12A5-AS1,COL4A5
SLC12A5-AS1,LOC105379362
SLC12A5-AS1,LOC102723654
SLC12A5-AS1,ZNF695
SLC12A5-AS1,MMP9
SLC12A5-AS1,ZNF683
SLC12A5-AS1,OLFML2B
SLC12A5-AS1,ITGAX
SLC12A5-AS1,VEPH1
SLC12A5-AS1,SLC12A8
SLC12A5-AS1,NKX6-1
SLC12A5-AS1,ZFHX4-AS1
SLC12A5-AS1,RFX8
SLC12A5-AS1,ATP6V0D2
SLC12A5-AS1,CTHRC1
SLC12A5-AS1,SDS
GBP5,TRAT1
ADCY5,LOC105377508
ATP6V1B1-AS1,LOC105374947
LOC105374947,DLEU7
LOC105374947,ISOC1
KIF18B,LOC151760
ADAMDEC1,LINC00960
LINC00960,COL4A5
LINC00960,HS3ST2
TRAT1,IL12RB1
TRAT1,CD38
TRAT1,ALPK2
TRAT1,MCOLN2
TRAT1,ZBP1
TRAT1,IL1R2
TRAT1,TFEC
TRAT1,LIPM
TRAT1,CRTAM
TRAT1,SIRPG
TRAT1,TYMP
TRAT1,IGHM
TRAT1,CD96
TRAT1,ICAM1
TRAT1,AIM2
TRAT1,CD2
TRAT1,SLAMF8
TRAT1,CD5
TRAT1,APOC1
TRAT1,SIT1
TRAT1,PLA2G7
TRAT1,ZBED2
TRAT1,CXCR3
TRAT1,CALHM6
TRAT1,CD3D
TRAT1,TNIP3
TRAT1,IL7R
TRAT1,JCHAIN
TRAT1,TNFSF13B
TRAT1,CXCR6
TRAT1,PDCD1
TRAT1,CXCL10
TRAT1,PLA2G2D
TRAT1,IL2RB
TRAT1,IGHG3
TRAT1,ZNF683
TRAT1,P2RY10
TRAT1,ICOS
TRAT1,CTSW
TRAT1,IGLV3-1
TRAT1,LINC02084
TRAT1,SH2D1A
TRAT1,ANKRD22
TRAT1,ANO9
TRAT1,EOMES
TRAT1,ITK
TRAT1,LINC01871
TRAT1,CCL5
TRAT1,CD3E
TRAT1,SP140
TRAT1,PYHIN1
TRAT1,CD8A
TRAT1,CD8B
TRAT1,SIGLEC10
TRAT1,GPR171
TRAT1,SIGLEC8
TRAT1,THEMIS
TRAT1,USP30-AS1
TRAT1,CCR7
TRAT1,UBD
TRAT1,GZMA
TRAT1,IL2RG
TRAT1,CXCL9
TRAT1,GPR174
SRD5A2,TMEM179
SRD5A2,LINC03044
CENPM,TEX14
LOC105378179,CENPH
LOC105378179,RNU2-1
LOC105378179,SCARNA5
LOC105378179,XRCC2
LOC105378179,RN7SL2
LOC105378179,AQP1
LOC105378179,AQP7
LOC105378179,NCAPG2
TK1,H2AC16
TK1,LOC105377508
TK1,ISOC1
ZFHX4-AS1,CTHRC1
ZFHX4-AS1,GRIN2D
ZFHX4-AS1,MKRN3
ZFHX4-AS1,BMAL2-AS1
ZFHX4-AS1,COL11A1
ZFHX4-AS1,PDE8B
ZFHX4-AS1,KCNK6
ZFHX4-AS1,LEFTY2
ZFHX4-AS1,TACR2
ZFHX4-AS1,DQX1
ZFHX4-AS1,ZFHX4
ZFHX4-AS1,ISL2
ZFHX4-AS1,VEPH1
ZFHX4-AS1,DLX1
ZFHX4-AS1,LOC107985492
ZFHX4-AS1,RUNX2
CNIH2,OGFRP1
ALX4,G0S2
ALX4,HS3ST2
NUP210,CDKN2A-AS1
NUP210,CDKN2B
NUP210,RGMB
NUP210,RDM1
NUP210,FAM201A
NUP210,ECT2
NUP210,CDKN2A
NUP210,ANKRD18A
NUP210,MIR503HG
HJURP,PAX9
CENPA,NRN1
CENPA,LRRC55
CENPA,LINC02754
SACS-AS1,DIRAS3
BIRC5,H2AC16
ICAM1,MIR9898
ERCC6L,H2AC16
PDE8B,ISOC1
PDE8B,PLEK2
TCF7,FRGCA
PLEK2,KCNK13
PLEK2,PLEKHN1
PLEK2,LINC00673
PLEK2,WNT7B
PLEK2,CLEC5A
PLEK2,LINC01614
PLEK2,MIR9898
PLEK2,CRYBG1
PLEK2,MT1G
PLEK2,NECTIN4
PLEK2,IL21R
PLEK2,IRX3
PLEK2,SLC12A8
PLEK2,SMCO2
PLEK2,STEAP3
PLEK2,FHAD1
PLEK2,LINC00942
PLEK2,LRRC15
PLEK2,IL21R-AS1
PLEK2,KRT8
PLEK2,GLYATL2
PLEK2,LOC105377123
PLEK2,RGS1
PLEK2,TFCP2L1
PLEK2,LOC105373581
PLEK2,RUNX2-AS1
PLEK2,COL10A1
PLEK2,SLC6A7
HS3ST2,ISM2
HS3ST2,LOC107984851
TACR2,FOXCUT
TACR2,ISOC1
CD3E,MEI1
CD3E,CTLA4
CD3E,TMPRSS3
MAD2L1,H3C8
MAD2L1,ANOS1
CDT1,SOX11
CDT1,TMEM132E
EYA2-AS1,GPR87
EYA2-AS1,BBOX1
CXCR4,BANK1
NUAK2,SEL1L3
NUAK2,LOC101927344
NUAK2,TRAC
NUAK2,LOC100240735
NUAK2,LINC01857
NUAK2,TMEM238
NUAK2,HSD11B1
DSCAML1,PLP1
RGS1,MIR9898
ADAMTS19,LINC03044
ADAMTS19,ISOC1
LINC03044,DDX11L17
LINC03044,HOXC11
LINC03044,HOXC9
LINC03044,LOC105371664
LINC03044,SLC16A3
LINC03044,ISOC1
LINC03044,PTGS2
LINC03044,HOXC6
LINC02154,WDR49
PEG3,LOC105377508
BBOX1,SMIM45
BBOX1,LGR5
BBOX1,TRPV2
SMIM45,RAC3
SMIM45,PBX4
ZIC2,LINC02475
PKIB,CDC25A
PKIB,HS3ST3B1
H2AC16,PRAME
H2AC16,RFPL1
H2AC16,C10orf88B
H2AC16,ISOC1
H2AC16,SRL
H2AC16,LOC105377508
H2AC16,LEFTY2
H2AC16,ITPRIPL1
H2AC16,NCAPH
H2AC16,RAET1K
HOXB13,DLX4
HOXB13,MIR3185
HOXB13,RAET1K
DLX4,PTGS2
MGC12916,HS3ST3A1
MGC12916,HK2
CXCR2P1,GBP1P1
LINC00601,LOC107984475
LINC00601,LOC105372613
LINC00601,ITIH5
LINC00601,EDIL3-DT
LOC107984475,LOC102723724
LOC107984475,LINC01583
TNFSF13B,TSHR
LINC00673,LOC105374353
LINC00673,STON2
SALL4,DLX6
LOC105377508,LINC02328
LOC105377508,OLFML2B
LOC105377508,CHRDL1
LOC105377508,DLX1
LOC105377508,LOC107985492
LOC105377508,MKRN3
LOC105377508,ATP6V0D2
LOC105377508,LEFTY2
LOC105377508,FIRRE
FMNL1-AS1,LOC105370953
FMNL1-AS1,MOCOS
FMNL1-AS1,AKR1B10
XKR9,LOC105375894
LOC105375894,LOC105378523
PBX4,DGAT2
PBX4,PRKCG
PBX4,LINC01152
DGAT2,FNDC11
BMAL2,LOC105375690
BMAL2,SCN8A
ZBP1,SLC27A2
GZMA,CSAG3
ULBP2,ZNF560
TMPRSS3,PRSS21
TMPRSS3,BARX2
BLM,CYP26B1
TESMIN,GOLGA2P5
TESMIN,CRYBG2
TESMIN,TMEM238
LMO1,LOC105369685
LOC105369685,GIPC3
MIR9898,AIM2
MIR9898,HCAR3
MIR9898,MT1G
MIR9898,MOCOS
ACAN,LOC105370960
ACAN,C4orf19
ACAN,LMOD3
ACAN,OTOAP1
HRC,ATP1A2
HRC,LOC101927272
AK5,LINC03016
SHANK1,LOC105376266
SHANK1,LINC02340
ETV7,CYP2S1
SPOCD1,PTGS2
PTGS2,PACERR
LINC02084,DCC
ANOS1,HAS2
HAS2,LOC105369551
PITX1,GLYATL1
RAB3B,GLRA4
GRIA4,RNF157-AS1
GRIA4,RNF157
RNF157-AS1,HOXB6
ITPRIPL1,LINC01971
SCN7A,GALNT9
FOXD1,NEURL1
FOXD1,FOXD2-AS1
FOXD1,SALL1
SH2D4A,SPINK1
SPINK1,KCNJ15
BRME1,KCNF1
KCNF1,BDKRB1
LINC01614,FHAD1
LINC01614,LOC107984301
RDM1,SOX2
NEURL3,HMSD
HMSD,TFAP2A-AS1
ISOC1,ULBP1
ISOC1,IGF2BP1
ISOC1,LEFTY2
ISOC1,HOXC9
ISOC1,LOC102723654
ISOC1,SLAMF9
ISOC1,SLC16A3
ISOC1,HOXC11
LOC105372212,SERPIND1
LOC105372212,LOC105369965
FAM111B,RNF157
TENM2,LOC105373150
TENM2,ESCO2
POC1A,LOC107984763
SIX1,CDC20B
SIX1,SMCO3
SIX1,AQP7
MIR3185,PRAC2
MIR3185,LPAR3
MIR3185,MUC15
CENPF,TMEM163
BMAL2-AS1,PAX6
SYT4,NOS2P3
LINC00944,DCSTAMP
DCSTAMP,INHBA-AS1
FBXO43,ACBD7
TICRR,TCF21
CCNO,SOWAHA
CCNO,LOC107985681
CCNO,CAMK2N2
CD2,SYTL1
CDKN2B,CA3
LOC107985436,LOC105374986
LOC105374986,KIFC1
LOC105376266,PCDH9
OTOAP1,CBLN4
CD5,LOC101927687
IL36G,CHRFAM7A
EDIL3-DT,PLSCR2
EDIL3-DT,RXFP1
LPAR3,TAF7L
MIMT1,TBX15
TBX15,LOC105369965
GNB1-DT,AQP7
GNB1-DT,SEL1L2
LOC107984886,LINC02370
SLC27A2,HOOK1
SLC27A2,GATA3
SLC27A2,SYNGR3
WNT10B,DQX1
KIFC1,OR2B6
NEURL1,MYT1
HK2,OTOA
TRIM59,HSD11B2
TRIM59,TNNI1
TRIM59,SMOC2
ECEL1,BARX2
BARX2,INSRR
CD3D,CHI3L2
PI15,TFAP2A-AS1
LOC107985681,LNCOC1
LOC107985681,P3H2
EPO,HAPLN1
IGF2BP1,LTK
COL11A2,LOC101927069
ANKRD18A,CA3
GPR61,ENPP5
GPR61,LRRC63
COL11A1,SLC26A4-AS1
EZH2,GPC3
ARL4C,LIPC
ARL4C,SIGLEC15
DCST1-AS1,ZFAND3-DT
BDKRB1,TMEM108
CD70,TNFSF9
ITIH5,MESP2
MESP2,KCNE5
PEG3-AS1,LOC284240
CA3,RASEF
CA3,SPIB
CA3,LOC107986606
CA3,FAM201A
CRISP2,GALNT9
CRISP2,GPR22
CRISP2,GALNT9-AS1
GALNT9,DACT2
GUCY1A2,H2AC13
H2AC13,STEAP1B
KIF23,MYL11
FOXD2-AS1,ASIC2
HTR1D,SERINC2
HTR1D,COCH
HTR1D,ELOVL3
DLX6,DLX5
DLX6,DLX6-AS1
DIRAS3,FRMPD4
LOC102724765,GRM2
LINC01615,LOC107986951
PXDNL,HOXB9
MIR4260,FMO3
MIR4260,LAMB3
MIR4260,CYP2S1
FMO3,LOC105378825
FMO3,GLDN
MKX,ST6GALNAC5
HOXC11,GDPD2
LOC100240735,WWC1
HOXC8,HOXC9
RIPK4,ARHGAP28
LOC105372613,LOC105377043
AQP1,LOC105377402
LOC105377402,LOC101928212
IGF2,SFRP1
CYP2S1,SPINT1
CBLN4,C6
VSIG10L2,SNORA69
CCR7,BFSP2
MYT1,KLK6
CYP2J2,LOC107985513
IGKJ5,RIPPLY3
LOC105371664,MGST1
RUNX2,LUARIS
MTTP,LOC105376041
LINC00942,S100A2
RAD51,NDST3
EFNA5,ACTA1
EFNA5,PAX6
COCH,ACBD7
ACBD7,LOC100506071
GAGE12H,GAGE2A
ADM2,H2BC9
ADM2,ZYG11A
APOC4-APOC2,NBPF6
P3H2-AS1,SLC26A4-AS1
P3H2-AS1,STARD13-AS
RGS16,VEGFD
OR2B6,CACNG5
OR2B6,SNORD160
DLX6-AS1,LUCAT1
PACERR,ABCD2
FBP1,PLCH2
HOXB6,TBX4
HOXB6,BMP3
TBX4,CCDC194
LINC02287,LINC02370
FLRT2-AS1,ZIC4
MOCOS,CSAG1
CSAG2,CSAG1
FOXG1,LINC01551
LMOD3,FATE1
ZNF114,SAMD5
ZNF114,MIR4477A
