"interaction","name","selected","shared interaction","shared name"
"interacts with","KCNN4 (interacts with) APOC2","false","interacts with","KCNN4 (interacts with) APOC2"
"interacts with","KCNN4 (interacts with) LAMB3","false","interacts with","KCNN4 (interacts with) LAMB3"
"interacts with","KCNN4 (interacts with) SERPINA1","false","interacts with","KCNN4 (interacts with) SERPINA1"
"interacts with","KCNN4 (interacts with) ST14","false","interacts with","KCNN4 (interacts with) ST14"
"interacts with","KCNN4 (interacts with) C15orf48","false","interacts with","KCNN4 (interacts with) C15orf48"
"interacts with","KCNN4 (interacts with) MIR147B","false","interacts with","KCNN4 (interacts with) MIR147B"
"interacts with","KCNN4 (interacts with) EXOC3L4","false","interacts with","KCNN4 (interacts with) EXOC3L4"
"interacts with","KCNN4 (interacts with) CD70","false","interacts with","KCNN4 (interacts with) CD70"
"interacts with","KCNN4 (interacts with) IL21R","false","interacts with","KCNN4 (interacts with) IL21R"
"interacts with","KCNN4 (interacts with) LOC105377123","false","interacts with","KCNN4 (interacts with) LOC105377123"
"interacts with","HJURP (interacts with) PAX9","false","interacts with","HJURP (interacts with) PAX9"
"interacts with","HJURP (interacts with) H2AC13","false","interacts with","HJURP (interacts with) H2AC13"
"interacts with","HJURP (interacts with) TENM2","false","interacts with","HJURP (interacts with) TENM2"
"interacts with","PCLAF (interacts with) DLX1","false","interacts with","PCLAF (interacts with) DLX1"
"interacts with","UBD (interacts with) CXCL9","false","interacts with","UBD (interacts with) CXCL9"
"interacts with","KIF2C (interacts with) TCF21","false","interacts with","KIF2C (interacts with) TCF21"
"interacts with","FMO3 (interacts with) LAMB3","false","interacts with","FMO3 (interacts with) LAMB3"
"interacts with","FMO3 (interacts with) MIR4260","false","interacts with","FMO3 (interacts with) MIR4260"
"interacts with","LUARIS (interacts with) AKR1B10","false","interacts with","LUARIS (interacts with) AKR1B10"
"interacts with","LUARIS (interacts with) IFNE","false","interacts with","LUARIS (interacts with) IFNE"
"interacts with","AKR1B10 (interacts with) MESP2","false","interacts with","AKR1B10 (interacts with) MESP2"
"interacts with","MCM10 (interacts with) C10orf88B","false","interacts with","MCM10 (interacts with) C10orf88B"
"interacts with","C10orf88B (interacts with) H2AC16","false","interacts with","C10orf88B (interacts with) H2AC16"
"interacts with","C10orf88B (interacts with) LOC105373150","false","interacts with","C10orf88B (interacts with) LOC105373150"
"interacts with","KRT8 (interacts with) WNT7B","false","interacts with","KRT8 (interacts with) WNT7B"
"interacts with","KRT8 (interacts with) NECTIN4","false","interacts with","KRT8 (interacts with) NECTIN4"
"interacts with","WNT7B (interacts with) TMEM171","false","interacts with","WNT7B (interacts with) TMEM171"
"interacts with","WNT7B (interacts with) SLC6A7","false","interacts with","WNT7B (interacts with) SLC6A7"
"interacts with","WNT7B (interacts with) S100A2","false","interacts with","WNT7B (interacts with) S100A2"
"interacts with","SDS (interacts with) SLC12A5-AS1","false","interacts with","SDS (interacts with) SLC12A5-AS1"
"interacts with","SDS (interacts with) LINC00944","false","interacts with","SDS (interacts with) LINC00944"
"interacts with","SLC12A5-AS1 (interacts with) NKX6-1","false","interacts with","SLC12A5-AS1 (interacts with) NKX6-1"
"interacts with","AURKB (interacts with) DLX1","false","interacts with","AURKB (interacts with) DLX1"
"interacts with","CCNO (interacts with) MCIDAS","false","interacts with","CCNO (interacts with) MCIDAS"
"interacts with","ESPL1 (interacts with) GLB1L3","false","interacts with","ESPL1 (interacts with) GLB1L3"
"interacts with","IDO1 (interacts with) ZBED2","false","interacts with","IDO1 (interacts with) ZBED2"
"interacts with","IDO1 (interacts with) KLHDC7B","false","interacts with","IDO1 (interacts with) KLHDC7B"
"interacts with","IDO1 (interacts with) JCHAIN","false","interacts with","IDO1 (interacts with) JCHAIN"
"interacts with","IDO1 (interacts with) TMPRSS3","false","interacts with","IDO1 (interacts with) TMPRSS3"
"interacts with","ZBED2 (interacts with) CXCL9","false","interacts with","ZBED2 (interacts with) CXCL9"
"interacts with","LINC00601 (interacts with) E2F7","false","interacts with","LINC00601 (interacts with) E2F7"
"interacts with","LINC00601 (interacts with) LOC105372613","false","interacts with","LINC00601 (interacts with) LOC105372613"
"interacts with","TBX4 (interacts with) CCDC194","false","interacts with","TBX4 (interacts with) CCDC194"
"interacts with","TBX4 (interacts with) LOC105370960","false","interacts with","TBX4 (interacts with) LOC105370960"
"interacts with","MMP9 (interacts with) NKX6-1","false","interacts with","MMP9 (interacts with) NKX6-1"
"interacts with","MMP9 (interacts with) DDN","false","interacts with","MMP9 (interacts with) DDN"
"interacts with","APOC2 (interacts with) NECTIN4","false","interacts with","APOC2 (interacts with) NECTIN4"
"interacts with","NECTIN4 (interacts with) LOC105378305","false","interacts with","NECTIN4 (interacts with) LOC105378305"
"interacts with","NECTIN4 (interacts with) SOWAHB","false","interacts with","NECTIN4 (interacts with) SOWAHB"
"interacts with","NECTIN4 (interacts with) MIR9898","false","interacts with","NECTIN4 (interacts with) MIR9898"
"interacts with","NECTIN4 (interacts with) APOC4-APOC2","false","interacts with","NECTIN4 (interacts with) APOC4-APOC2"
"interacts with","NECTIN4 (interacts with) STEAP3","false","interacts with","NECTIN4 (interacts with) STEAP3"
"interacts with","NECTIN4 (interacts with) OSM","false","interacts with","NECTIN4 (interacts with) OSM"
"interacts with","NECTIN4 (interacts with) OLR1","false","interacts with","NECTIN4 (interacts with) OLR1"
"interacts with","NECTIN4 (interacts with) ST14","false","interacts with","NECTIN4 (interacts with) ST14"
"interacts with","NECTIN4 (interacts with) TMEM52B","false","interacts with","NECTIN4 (interacts with) TMEM52B"
"interacts with","NECTIN4 (interacts with) GLYATL2","false","interacts with","NECTIN4 (interacts with) GLYATL2"
"interacts with","NECTIN4 (interacts with) IL21R","false","interacts with","NECTIN4 (interacts with) IL21R"
"interacts with","DIAPH3 (interacts with) MKX","false","interacts with","DIAPH3 (interacts with) MKX"
"interacts with","DIAPH3 (interacts with) TFR2","false","interacts with","DIAPH3 (interacts with) TFR2"
"interacts with","MKRN3 (interacts with) LOC105377508","false","interacts with","MKRN3 (interacts with) LOC105377508"
"interacts with","LOC105377508 (interacts with) DLX1","false","interacts with","LOC105377508 (interacts with) DLX1"
"interacts with","GALNT9 (interacts with) SCN7A","false","interacts with","GALNT9 (interacts with) SCN7A"
"interacts with","GALNT9 (interacts with) CRISP2","false","interacts with","GALNT9 (interacts with) CRISP2"
"interacts with","GALNT9 (interacts with) DACT2","false","interacts with","GALNT9 (interacts with) DACT2"
"interacts with","SGO1-AS1 (interacts with) NDST3","false","interacts with","SGO1-AS1 (interacts with) NDST3"
"interacts with","OBP2A (interacts with) LINC00942","false","interacts with","OBP2A (interacts with) LINC00942"
"interacts with","OBP2A (interacts with) DLX1","false","interacts with","OBP2A (interacts with) DLX1"
"interacts with","UHRF1 (interacts with) DLX1","false","interacts with","UHRF1 (interacts with) DLX1"
"interacts with","CSAG1 (interacts with) LOC107985436","false","interacts with","CSAG1 (interacts with) LOC107985436"
"interacts with","CSAG1 (interacts with) CSAG3","false","interacts with","CSAG1 (interacts with) CSAG3"
"interacts with","CSAG1 (interacts with) CSAG2","false","interacts with","CSAG1 (interacts with) CSAG2"
"interacts with","CSAG1 (interacts with) DRAXIN","false","interacts with","CSAG1 (interacts with) DRAXIN"
"interacts with","CSAG1 (interacts with) LINC01050","false","interacts with","CSAG1 (interacts with) LINC01050"
"interacts with","LOC107985436 (interacts with) LOC105374986","false","interacts with","LOC107985436 (interacts with) LOC105374986"
"interacts with","PRR11 (interacts with) LOC107984763","false","interacts with","PRR11 (interacts with) LOC107984763"
"interacts with","PRR11 (interacts with) LOC105370960","false","interacts with","PRR11 (interacts with) LOC105370960"
"interacts with","PRR11 (interacts with) LOC105372115","false","interacts with","PRR11 (interacts with) LOC105372115"
"interacts with","H2AC16 (interacts with) PRAME","false","interacts with","H2AC16 (interacts with) PRAME"
"interacts with","COCH (interacts with) MAP3K9-DT","false","interacts with","COCH (interacts with) MAP3K9-DT"
"interacts with","COCH (interacts with) HTR1D","false","interacts with","COCH (interacts with) HTR1D"
"interacts with","COCH (interacts with) LOC100506071","false","interacts with","COCH (interacts with) LOC100506071"
"interacts with","DLX1 (interacts with) IRX3","false","interacts with","DLX1 (interacts with) IRX3"
"interacts with","DLX1 (interacts with) FOXD1","false","interacts with","DLX1 (interacts with) FOXD1"
"interacts with","DLX1 (interacts with) TACR2","false","interacts with","DLX1 (interacts with) TACR2"
"interacts with","DLX1 (interacts with) ISL2","false","interacts with","DLX1 (interacts with) ISL2"
"interacts with","DLX1 (interacts with) MTFR2","false","interacts with","DLX1 (interacts with) MTFR2"
"interacts with","DLX1 (interacts with) CDCA5","false","interacts with","DLX1 (interacts with) CDCA5"
"interacts with","DLX1 (interacts with) LOC107985492","false","interacts with","DLX1 (interacts with) LOC107985492"
"interacts with","DLX1 (interacts with) RRM2","false","interacts with","DLX1 (interacts with) RRM2"
"interacts with","DLX1 (interacts with) ATP6V0D2","false","interacts with","DLX1 (interacts with) ATP6V0D2"
"interacts with","DLX1 (interacts with) ULBP1","false","interacts with","DLX1 (interacts with) ULBP1"
"interacts with","DLX1 (interacts with) ADAMTS19","false","interacts with","DLX1 (interacts with) ADAMTS19"
"interacts with","DLX1 (interacts with) SALL4","false","interacts with","DLX1 (interacts with) SALL4"
"interacts with","DLX1 (interacts with) ULBP2","false","interacts with","DLX1 (interacts with) ULBP2"
"interacts with","DLX1 (interacts with) ZFHX4-AS1","false","interacts with","DLX1 (interacts with) ZFHX4-AS1"
"interacts with","DLX1 (interacts with) LOC105378305","false","interacts with","DLX1 (interacts with) LOC105378305"
"interacts with","DLX1 (interacts with) IGF2BP3","false","interacts with","DLX1 (interacts with) IGF2BP3"
"interacts with","DLX1 (interacts with) BIRC5","false","interacts with","DLX1 (interacts with) BIRC5"
"interacts with","PBK (interacts with) RIBC2","false","interacts with","PBK (interacts with) RIBC2"
"interacts with","HOXB13 (interacts with) MIR3185","false","interacts with","HOXB13 (interacts with) MIR3185"
"interacts with","HOXB13 (interacts with) DLX4","false","interacts with","HOXB13 (interacts with) DLX4"
"interacts with","SOX11 (interacts with) LINC01971","false","interacts with","SOX11 (interacts with) LINC01971"
"interacts with","TFR2 (interacts with) ST6GALNAC5","false","interacts with","TFR2 (interacts with) ST6GALNAC5"
"interacts with","MIR147B (interacts with) LINC00944","false","interacts with","MIR147B (interacts with) LINC00944"
"interacts with","LOC112268460 (interacts with) LINC02475","false","interacts with","LOC112268460 (interacts with) LINC02475"
"interacts with","PBX4 (interacts with) LINC01152","false","interacts with","PBX4 (interacts with) LINC01152"
"interacts with","PBX4 (interacts with) HOOK1","false","interacts with","PBX4 (interacts with) HOOK1"
"interacts with","PBX4 (interacts with) DPYSL5","false","interacts with","PBX4 (interacts with) DPYSL5"
"interacts with","PBX4 (interacts with) DGAT2","false","interacts with","PBX4 (interacts with) DGAT2"
"interacts with","DLX6 (interacts with) DLX6-AS1","false","interacts with","DLX6 (interacts with) DLX6-AS1"
"interacts with","DLX6 (interacts with) DLX5","false","interacts with","DLX6 (interacts with) DLX5"
"interacts with","DLX6-AS1 (interacts with) LUCAT1","false","interacts with","DLX6-AS1 (interacts with) LUCAT1"
"interacts with","HOOK1 (interacts with) LGR5","false","interacts with","HOOK1 (interacts with) LGR5"
"interacts with","CHST6 (interacts with) SOX9","false","interacts with","CHST6 (interacts with) SOX9"
"interacts with","SOX9 (interacts with) ERN2","false","interacts with","SOX9 (interacts with) ERN2"
"interacts with","SOX9 (interacts with) HOXC11","false","interacts with","SOX9 (interacts with) HOXC11"
"interacts with","SOX9 (interacts with) FOLR1","false","interacts with","SOX9 (interacts with) FOLR1"
"interacts with","PRAC2 (interacts with) MUC15","false","interacts with","PRAC2 (interacts with) MUC15"
"interacts with","PRAC2 (interacts with) WWC1","false","interacts with","PRAC2 (interacts with) WWC1"
"interacts with","MUC15 (interacts with) MIR3185","false","interacts with","MUC15 (interacts with) MIR3185"
"interacts with","LINC00944 (interacts with) FGF5","false","interacts with","LINC00944 (interacts with) FGF5"
"interacts with","LINC00944 (interacts with) TMEM52B","false","interacts with","LINC00944 (interacts with) TMEM52B"
"interacts with","LINC00944 (interacts with) C15orf48","false","interacts with","LINC00944 (interacts with) C15orf48"
"interacts with","LINC00944 (interacts with) IL21R","false","interacts with","LINC00944 (interacts with) IL21R"
"interacts with","LINC00944 (interacts with) LINC01857","false","interacts with","LINC00944 (interacts with) LINC01857"
"interacts with","LINC00944 (interacts with) TRAC","false","interacts with","LINC00944 (interacts with) TRAC"
"interacts with","LINC00944 (interacts with) CLDN14","false","interacts with","LINC00944 (interacts with) CLDN14"
"interacts with","CENPA (interacts with) LRRC55","false","interacts with","CENPA (interacts with) LRRC55"
"interacts with","SH2D4A (interacts with) SPINK1","false","interacts with","SH2D4A (interacts with) SPINK1"
"interacts with","SH2D4A (interacts with) HS3ST3A1","false","interacts with","SH2D4A (interacts with) HS3ST3A1"
"interacts with","SLC6A7 (interacts with) OSM","false","interacts with","SLC6A7 (interacts with) OSM"
"interacts with","SLC6A7 (interacts with) LOC107986951","false","interacts with","SLC6A7 (interacts with) LOC107986951"
"interacts with","HMSD (interacts with) TFAP2A-AS1","false","interacts with","HMSD (interacts with) TFAP2A-AS1"
"interacts with","LIPG (interacts with) LINC01016","false","interacts with","LIPG (interacts with) LINC01016"
"interacts with","SFRP1 (interacts with) ASIC2","false","interacts with","SFRP1 (interacts with) ASIC2"
"interacts with","SFRP1 (interacts with) LINC02475","false","interacts with","SFRP1 (interacts with) LINC02475"
"interacts with","STEAP3 (interacts with) RUNX2-AS1","false","interacts with","STEAP3 (interacts with) RUNX2-AS1"
"interacts with","CDKN2B-AS1 (interacts with) MTTP","false","interacts with","CDKN2B-AS1 (interacts with) MTTP"
"interacts with","CDKN2B-AS1 (interacts with) LOC107986606","false","interacts with","CDKN2B-AS1 (interacts with) LOC107986606"
"interacts with","HS3ST3A1 (interacts with) MGC12916","false","interacts with","HS3ST3A1 (interacts with) MGC12916"
"interacts with","LOC105370960 (interacts with) ACAN","false","interacts with","LOC105370960 (interacts with) ACAN"
"interacts with","LOC105370960 (interacts with) LINC00862","false","interacts with","LOC105370960 (interacts with) LINC00862"
"interacts with","LOC105370960 (interacts with) LMOD3","false","interacts with","LOC105370960 (interacts with) LMOD3"
"interacts with","MIR31HG (interacts with) IFNE","false","interacts with","MIR31HG (interacts with) IFNE"
"interacts with","IFNE (interacts with) LOC105375690","false","interacts with","IFNE (interacts with) LOC105375690"
"interacts with","CXCL9 (interacts with) TNFRSF9","false","interacts with","CXCL9 (interacts with) TNFRSF9"
"interacts with","CXCL9 (interacts with) ALPK2","false","interacts with","CXCL9 (interacts with) ALPK2"
"interacts with","CXCL9 (interacts with) TRAT1","false","interacts with","CXCL9 (interacts with) TRAT1"
"interacts with","CXCL9 (interacts with) GBP5","false","interacts with","CXCL9 (interacts with) GBP5"
"interacts with","CXCL9 (interacts with) ICOS","false","interacts with","CXCL9 (interacts with) ICOS"
"interacts with","CXCL9 (interacts with) LINC01050","false","interacts with","CXCL9 (interacts with) LINC01050"
"interacts with","CXCL9 (interacts with) CXCR2P1","false","interacts with","CXCL9 (interacts with) CXCR2P1"
"interacts with","CXCL9 (interacts with) LINC02195","false","interacts with","CXCL9 (interacts with) LINC02195"
"interacts with","CXCL9 (interacts with) CD80","false","interacts with","CXCL9 (interacts with) CD80"
"interacts with","CXCL9 (interacts with) SIRPG","false","interacts with","CXCL9 (interacts with) SIRPG"
"interacts with","CXCL9 (interacts with) PLA2G2D","false","interacts with","CXCL9 (interacts with) PLA2G2D"
"interacts with","CXCL9 (interacts with) PDCD1","false","interacts with","CXCL9 (interacts with) PDCD1"
"interacts with","LINC01857 (interacts with) CCL18","false","interacts with","LINC01857 (interacts with) CCL18"
"interacts with","LINC01857 (interacts with) DNAJC5B","false","interacts with","LINC01857 (interacts with) DNAJC5B"
"interacts with","LOC105372613 (interacts with) LOC105377043","false","interacts with","LOC105372613 (interacts with) LOC105377043"
"interacts with","LOC105371664 (interacts with) MGST1","false","interacts with","LOC105371664 (interacts with) MGST1"
"interacts with","PTPRN (interacts with) VEGFD","false","interacts with","PTPRN (interacts with) VEGFD"
"interacts with","PTPRN (interacts with) TFAP2A","false","interacts with","PTPRN (interacts with) TFAP2A"
"interacts with","TMPRSS3 (interacts with) PRSS21","false","interacts with","TMPRSS3 (interacts with) PRSS21"
"interacts with","AQP9 (interacts with) SIGLEC15","false","interacts with","AQP9 (interacts with) SIGLEC15"
"interacts with","ULBP1 (interacts with) LOC105371275","false","interacts with","ULBP1 (interacts with) LOC105371275"
"interacts with","ULBP1 (interacts with) RAET1K","false","interacts with","ULBP1 (interacts with) RAET1K"
"interacts with","MMP12 (interacts with) FAM167A","false","interacts with","MMP12 (interacts with) FAM167A"
"interacts with","LOC105370924 (interacts with) LRRC15","false","interacts with","LOC105370924 (interacts with) LRRC15"
"interacts with","MIR3185 (interacts with) LPAR3","false","interacts with","MIR3185 (interacts with) LPAR3"
"interacts with","FGF5 (interacts with) LINC03016","false","interacts with","FGF5 (interacts with) LINC03016"
"interacts with","EYA2-AS1 (interacts with) BBOX1","false","interacts with","EYA2-AS1 (interacts with) BBOX1"
"interacts with","EYA2-AS1 (interacts with) GPR87","false","interacts with","EYA2-AS1 (interacts with) GPR87"
"interacts with","BBOX1 (interacts with) LGR5","false","interacts with","BBOX1 (interacts with) LGR5"
"interacts with","INAVA (interacts with) FOXD3-AS1","false","interacts with","INAVA (interacts with) FOXD3-AS1"
"interacts with","INAVA (interacts with) CRYBG2","false","interacts with","INAVA (interacts with) CRYBG2"
"interacts with","FOXD3-AS1 (interacts with) RAB3B","false","interacts with","FOXD3-AS1 (interacts with) RAB3B"
"interacts with","H2AC13 (interacts with) H2BC9","false","interacts with","H2AC13 (interacts with) H2BC9"
"interacts with","CENPE (interacts with) LOC105375894","false","interacts with","CENPE (interacts with) LOC105375894"
"interacts with","LOC105375894 (interacts with) LOC105378523","false","interacts with","LOC105375894 (interacts with) LOC105378523"
"interacts with","KIF18B (interacts with) LOC151760","false","interacts with","KIF18B (interacts with) LOC151760"
"interacts with","LOC107985492 (interacts with) RIPK4","false","interacts with","LOC107985492 (interacts with) RIPK4"
"interacts with","IQGAP3 (interacts with) DUSP5P1","false","interacts with","IQGAP3 (interacts with) DUSP5P1"
"interacts with","PDCD1 (interacts with) IGLV3-1","false","interacts with","PDCD1 (interacts with) IGLV3-1"
"interacts with","PDCD1 (interacts with) IGHG3","false","interacts with","PDCD1 (interacts with) IGHG3"
"interacts with","PDCD1 (interacts with) IGKJ5","false","interacts with","PDCD1 (interacts with) IGKJ5"
"interacts with","KIF18A (interacts with) COL11A1","false","interacts with","KIF18A (interacts with) COL11A1"
"interacts with","DDN (interacts with) ASIC5","false","interacts with","DDN (interacts with) ASIC5"
"interacts with","EN1 (interacts with) CYP2J2","false","interacts with","EN1 (interacts with) CYP2J2"
"interacts with","RAB3B (interacts with) NMU","false","interacts with","RAB3B (interacts with) NMU"
"interacts with","DPYSL5 (interacts with) IRF6","false","interacts with","DPYSL5 (interacts with) IRF6"
"interacts with","COL11A1 (interacts with) CPLX3","false","interacts with","COL11A1 (interacts with) CPLX3"
"interacts with","CPLX3 (interacts with) GATA3","false","interacts with","CPLX3 (interacts with) GATA3"
"interacts with","DACT2 (interacts with) GATA5","false","interacts with","DACT2 (interacts with) GATA5"
"interacts with","GATA5 (interacts with) KLK5","false","interacts with","GATA5 (interacts with) KLK5"
"interacts with","NRXN1 (interacts with) KCNB2","false","interacts with","NRXN1 (interacts with) KCNB2"
"interacts with","IGF2BP3 (interacts with) ZNF560","false","interacts with","IGF2BP3 (interacts with) ZNF560"
"interacts with","GATA3 (interacts with) SLC27A2","false","interacts with","GATA3 (interacts with) SLC27A2"
"interacts with","LOC107986606 (interacts with) CDKN2A","false","interacts with","LOC107986606 (interacts with) CDKN2A"
"interacts with","ZIC1 (interacts with) ZIC4","false","interacts with","ZIC1 (interacts with) ZIC4"
"interacts with","NEIL3 (interacts with) PRRG4","false","interacts with","NEIL3 (interacts with) PRRG4"
"interacts with","HOXC11 (interacts with) HOXC13","false","interacts with","HOXC11 (interacts with) HOXC13"
"interacts with","HOXC11 (interacts with) ADAMTS19","false","interacts with","HOXC11 (interacts with) ADAMTS19"
"interacts with","KLK5 (interacts with) CMTM5","false","interacts with","KLK5 (interacts with) CMTM5"
"interacts with","OLR1 (interacts with) DCC","false","interacts with","OLR1 (interacts with) DCC"
"interacts with","CRYBG2 (interacts with) BARX2","false","interacts with","CRYBG2 (interacts with) BARX2"
"interacts with","CRISP2 (interacts with) GPR22","false","interacts with","CRISP2 (interacts with) GPR22"
"interacts with","IGKJ5 (interacts with) RIPPLY3","false","interacts with","IGKJ5 (interacts with) RIPPLY3"
"interacts with","SALL4 (interacts with) IRS4","false","interacts with","SALL4 (interacts with) IRS4"
"interacts with","LOC107985513 (interacts with) CYP2J2","false","interacts with","LOC107985513 (interacts with) CYP2J2"
